Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E;ano
previdencia social;previdencia do regime estatutario;gestao das acoes do instituto de previdencia prev;encargos com inativos e pensionistas da secretari;encargos com inativos e pensionistas da secretari;27858600.0;34264801.32;34264764.81;34264764.81;31814553.75;92.85;2016
previdencia social;previdencia do regime estatutario;gestao das acoes do instituto de previdencia prev;encargos com inativos e pensionistas de outros or;encargos com inativos e pensionistas de outros or;14322500.0;10537585.44;10321989.29;10321989.29;9136059.36;88.51;2016
reserva de contingencia;reserva de contingencia;reserva de contingencia ;reserva de contingencia ;reserva de contingencia ;1600000.0;1600000.0;0.0;0.0;0.0;0.0;2016
saneamento;saneamento basico urbano;saneamento e vida ;implantacao e ampliacao de obras de saneamento;implantacao e ampliacao de obras de saneamento;20000.0;0.0;0.0;0.0;0.0;0.0;2016
saude;administracao geral;aprimoramento da gestao do sus;fortalecimento do controle social das politicas d;fortalecimento do controle social das politicas d;117000.0;106790.0;5813.45;5813.45;5567.05;95.76;2016
saude;administracao geral;aprimoramento da gestao do sus;gestao administrativa das acoes do fundo municipa;gestao administrativa das acoes do fundo municipa;7069800.0;14762497.73;7509290.0;7491937.15;6892811.48;91.79;2016
saude;administracao geral;aprimoramento da gestao do sus;manutencao da ouvidoria em saude;manutencao da ouvidoria em saude;4000.0;0.0;0.0;0.0;0.0;0.0;2016
saude;administracao geral;aprimoramento da gestao do sus;regularizacao de saldos de recursos de convenios ;regularizacao de saldos de recursos de convenios ;50000.0;45000.0;0.0;0.0;0.0;0.0;2016
saude;administracao geral;consolidacao e ampliacao da atencao basica;direcao  supervisao e coordenacao das acoes do fu;direcao  supervisao e coordenacao das acoes do fu;300000.0;200000.0;0.0;0.0;0.0;0.0;2016
saude;administracao geral;gestao das politicas de saude  do municipio;direcao  supervisao e coordenacao das acoes ds sa;direcao  supervisao e coordenacao das acoes ds sa;700.0;400.0;0.0;0.0;0.0;0.0;2016
saude;assistencia hospitalar e ambulatorial;consolidacao e aperfeicoamento da alta e media co;fortalecimento da atencao integral a saude mental;fortalecimento da atencao integral a saude mental;275000.0;103720.0;0.0;0.0;0.0;0.0;2016
saude;assistencia hospitalar e ambulatorial;consolidacao e aperfeicoamento da alta e media co;manutencao do centro de especialidades odontologi;manutencao do centro de especialidades odontologi;36000.0;0.0;0.0;0.0;0.0;0.0;2016
saude;assistencia hospitalar e ambulatorial;consolidacao e aperfeicoamento da alta e media co;manutencao e qualificacao da assistencia pre hosp;manutencao e qualificacao da assistencia pre hosp;1186000.0;3104022.0;1521020.73;1521020.73;1363044.43;89.61;2016
saude;assistencia hospitalar e ambulatorial;consolidacao e aperfeicoamento da alta e media co;manutencao e qualificacao dos servicos especializ;manutencao e qualificacao dos servicos especializ;6800000.0;6927708.05;5602682.11;4934793.99;4688127.14;83.68;2016
saude;assistencia hospitalar e ambulatorial;consolidacao e aperfeicoamento da alta e media co;manutencao e qualificacao dos servicos especializ;manutencao e qualificacao dos servicos especializ;15027500.0;20949313.54;14408611.79;13466137.45;12317200.66;85.48;2016
saude;assistencia hospitalar e ambulatorial;consolidacao e aperfeicoamento da alta e media co;melhoria e expansao da rede especializada de saud;melhoria e expansao da rede especializada de saud;457100.0;265740.0;0.0;0.0;0.0;0.0;2016
saude;assistencia hospitalar e ambulatorial;qualificar a assistencia farmaceutica;desenvolvimento da politica de assistencia farmac;desenvolvimento da politica de assistencia farmac;10166000.0;6679518.82;4083314.21;4016855.21;3870657.21;94.79;2016
saude;atencao basica;consolidacao e ampliacao da atencao basica;desenvolvimento de acoes para politicas afirmativ;desenvolvimento de acoes para politicas afirmativ;50000.0;9965.0;7681.82;1346.82;1346.82;17.53;2016
saude;atencao basica;consolidacao e ampliacao da atencao basica;expansao do programa  academia da saude ;expansao do programa  academia da saude ;300000.0;273060.0;41351.05;30543.22;30543.22;73.86;2016
saude;atencao basica;consolidacao e ampliacao da atencao basica;fortalecimento e ampliacao da saude bucal;fortalecimento e ampliacao da saude bucal;159000.0;519054.91;336710.31;287042.77;283807.65;84.29;2016
saude;atencao basica;consolidacao e ampliacao da atencao basica;manutencao do programa  academia da saude ;manutencao do programa  academia da saude ;10000.0;0.0;0.0;0.0;0.0;0.0;2016
saude;atencao basica;consolidacao e ampliacao da atencao basica;manutencao do programa  saude na escola ;manutencao do programa  saude na escola ;20000.0;0.0;0.0;0.0;0.0;0.0;2016
saude;atencao basica;consolidacao e ampliacao da atencao basica;manutencao e fortalecimento das acoes basicas de ;manutencao e fortalecimento das acoes basicas de ;26019000.0;41553066.36;27814338.8;27535885.31;25487893.13;91.64;2016
saude;atencao basica;consolidacao e ampliacao da atencao basica;melhoria e expansao da rede basica de saude;melhoria e expansao da rede basica de saude;554700.0;1786644.9;1394030.4;1022061.07;1022061.07;73.32;2016
saude;controle ambiental;consolidacao e aperfeicoamento do modelo de vigil;fortalecimento das acoes da saude ambiental;fortalecimento das acoes da saude ambiental;2779000.0;7774726.89;3390075.8;3365944.93;3101316.47;91.48;2016
saude;formacao de recursos humanos;aprimoramento da gestao do sus;aperfeicoamento da gestao do trabalho e educacao ;aperfeicoamento da gestao do trabalho e educacao ;30000.0;30000.0;0.0;0.0;0.0;0.0;2016
saude;outros encargos especiais;aprimoramento da gestao do sus;contribuicao patronal do fms ao instituto de prev;contribuicao patronal do fms ao instituto de prev;3530000.0;4566156.32;3551021.47;3551021.47;3264222.27;91.92;2016
saude;outros encargos especiais;aprimoramento da gestao do sus;contribuicao patronal do fundo municipal de saude;contribuicao patronal do fundo municipal de saude;5718000.0;6754000.0;3841755.78;3841755.78;3560288.84;92.67;2016
saude;planejamento e orcamento;consolidacao e ampliacao da atencao basica;fortalecimento das acoes de planejamento e gestao;fortalecimento das acoes de planejamento e gestao;123000.0;101000.0;0.0;0.0;0.0;0.0;2016
saude;protecao e beneficios ao trabalhador;aprimoramento da gestao do sus;encargos com beneficios aos servidores;encargos com beneficios aos servidores;1999000.0;2737240.0;2203293.45;2203293.45;2055137.05;93.28;2016
saude;suporte profilatico e terapeutico;qualificar a assistencia farmaceutica;implant.manut.das praticas integr. complementares;implant.manut.das praticas integr. complementares;60000.0;0.0;0.0;0.0;0.0;0.0;2016
saude;vigilancia epidemiologica;consolidacao e aperfeicoamento do modelo de vigil;desenvolvimento das acoes de vigilancia epidemiol;desenvolvimento das acoes de vigilancia epidemiol;706000.0;2184448.53;953733.18;953733.18;884599.02;92.75;2016
saude;vigilancia epidemiologica;consolidacao e aperfeicoamento do modelo de vigil;fortalecimento das acoes de controle de dst aids;fortalecimento das acoes de controle de dst aids;141000.0;63250.0;29690.73;29690.73;29690.73;100.0;2016
saude;vigilancia sanitaria;consolidacao e aperfeicoamento do modelo de vigil;desenvolvimento das acoes de vigilancia sanitaria;desenvolvimento das acoes de vigilancia sanitaria;411000.0;725050.0;344224.12;343424.2;316367.35;91.91;2016
saude;vigilancia sanitaria;gestao de residuos solidos dos servicos de saude;coleta do lixo hospitalar ;coleta do lixo hospitalar ;200000.0;265938.4;133874.0;125413.0;96280.0;71.92;2016
seguranca publica;administracao geral;apoio administrativo as acoes do fundo municipal ;gestao administrativa das acoes do fundo municipa;gestao administrativa das acoes do fundo municipa;417700.0;298035.0;248414.87;238409.87;218557.45;87.98;2016
seguranca publica;administracao geral;gestao das politicas de seguranca cidada e defesa;direcao  supervisao e coordenacao das acoes da se;direcao  supervisao e coordenacao das acoes da se;4000.0;3000.0;0.0;0.0;0.0;0.0;2016
seguranca publica;administracao geral;gestao das politicas de seguranca cidada e defesa;direcao  supervisao e coordenacao das acoes do fu;direcao  supervisao e coordenacao das acoes do fu;270100.0;324030.0;145046.75;145046.75;133337.35;91.93;2016
seguranca publica;administracao geral;gestao dos processos administrativos do municipio;promocao das acoes da guarda patrimonial;promocao das acoes da guarda patrimonial;4732600.0;5627982.0;3767917.67;3767157.67;3428448.23;90.99;2016
seguranca publica;defesa civil;seguranca cidada;acoes de apoio a defesa civil;acoes de apoio a defesa civil;209500.0;350340.0;245951.16;245951.16;149034.71;60.6;2016
seguranca publica;informacoes e inteligencia;seguranca cidada;apoio as acoes de seguranca cidada municipal;apoio as acoes de seguranca cidada municipal;242900.0;432100.0;320298.71;320298.71;203874.0;63.65;2016
trabalho;fomento ao trabalho;estimulo ao desenvolvimento economico do municipi;apoio a geracao de emprego e renda no municipio ;apoio a geracao de emprego e renda no municipio ;6200.0;6200.0;0.0;0.0;0.0;0.0;2016
trabalho;fomento ao trabalho;estimulo ao desenvolvimento economico do municipi;apoio a implantacao de distrito industrial ;apoio a implantacao de distrito industrial ;6000.0;3000.0;0.0;0.0;0.0;0.0;2016
transporte;administracao geral;apoio administrativo as acoes da secretaria de mo;gestao  administrativa das acoes da secretaria de;gestao  administrativa das acoes da secretaria de;1447300.0;3633160.02;1809686.55;1809572.56;1354730.97;74.86;2016
transporte;administracao geral;gestao das politicas de mobilidade e transporte d;direcao  supervisao e coordenacao das acoes da se;direcao  supervisao e coordenacao das acoes da se;769900.0;1294690.0;257773.95;257488.95;238733.02;92.61;2016
transporte;planejamento e orcamento;gestao das politicas de mobilidade e transporte d;planejamento  orcamentacao e monitoramento das ac;planejamento  orcamentacao e monitoramento das ac;25000.0;0.0;0.0;0.0;0.0;0.0;2016
transporte;transporte rodoviario;fiscalizacao e controle do trafego urbano ;servico de controle e seguranca de trafego urbano;servico de controle e seguranca de trafego urbano;3706800.0;7252419.8;5368633.1;5351652.3;4729673.64;88.1;2016
transporte;transporte rodoviario;gestao do transito e do transporte municipal ;implementacao do plano municipal de circulacao  e;implementacao do plano municipal de circulacao  e;35000.0;7150.0;7145.0;7145.0;0.0;0.0;2016
urbanismo;administracao geral;apoio administrativo as acoes da secretaria de in;construcao e reforma de predios publicos;construcao e reforma de predios publicos;5000.0;5000.0;0.0;0.0;0.0;0.0;2016
urbanismo;administracao geral;apoio administrativo as acoes da secretaria de in;construcao reforma de predios publicos;construcao reforma de predios publicos;30000.0;0.0;0.0;0.0;0.0;0.0;2016
urbanismo;administracao geral;apoio administrativo as acoes da secretaria de in;gestao administrativa das acoes da secretaria de ;gestao administrativa das acoes da secretaria de ;1327800.0;1487459.2;987416.92;977881.42;900579.65;91.21;2016
urbanismo;administracao geral;apoio administrativo as acoes da secretaria de se;gestao administrativa das acoes da secretaria de ;gestao administrativa das acoes da secretaria de ;2372600.0;4592157.4;3102220.54;3065172.03;2691367.89;86.76;2016
urbanismo;administracao geral;apoio adminsitrativo as acoes da secretaria desen;gestao administrativa das acoes da secretaria de ;gestao administrativa das acoes da secretaria de ;2517500.0;4102029.57;2666028.52;2525528.95;2293933.57;86.04;2016
urbanismo;administracao geral;cidade iluminada ;direcao  supervisao e coordenacao das acoes do fu;direcao  supervisao e coordenacao das acoes do fu;6000.0;5000.0;0.0;0.0;0.0;0.0;2016
urbanismo;administracao geral;gestao da politica de acao dos servicos publicos ;direcao  supervisao e coordenacao das acoes da se;direcao  supervisao e coordenacao das acoes da se;371400.0;686140.0;503352.98;503352.98;457245.04;90.84;2016
urbanismo;administracao geral;gestao da politica de acao secretaria de infraest;direcao  supervisao e coordenacao das acoes da se;direcao  supervisao e coordenacao das acoes da se;578900.0;870800.0;299382.65;299382.65;282338.65;94.31;2016
urbanismo;administracao geral;gestao das politicas de desenvolvimento urbano;direcao  supervisao e coordenacao das acoes da se;direcao  supervisao e coordenacao das acoes da se;781700.0;1327940.0;309638.9;307398.9;282254.9;91.16;2016
urbanismo;infra estrutura urbana;cidade iluminada ;ampliacao da rede de iluminacao publica ;ampliacao da rede de iluminacao publica ;1546000.0;1546000.0;0.0;0.0;0.0;0.0;2016
urbanismo;infra estrutura urbana;cidade iluminada ;gestao dos servicos de iluminacao publica ;gestao dos servicos de iluminacao publica ;14883000.0;16914303.04;15790541.55;13704324.68;12073513.79;76.46;2016
urbanismo;infra estrutura urbana;melhoria da malha viaria municipal ;conservacao de vias urbanas ;conservacao de vias urbanas ;507000.0;531000.0;140255.0;140255.0;112705.0;80.36;2016
urbanismo;infra estrutura urbana;melhoria da malha viaria municipal ;melhoria da rede viaria municipal;melhoria da rede viaria municipal;15122100.0;35206032.59;15389823.12;13361803.23;11095074.38;72.09;2016
urbanismo;infra estrutura urbana;melhoria de moradia para a populacao de baixa ren;urbanizacao de assentamentos precarios;urbanizacao de assentamentos precarios;18701300.0;16355139.19;261795.64;261795.64;195956.87;74.85;2016
