Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E;ano
prefeitura da cidade do paulista;gabinete do prefeito   administracao direta ;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;29000.0;12590.0;12586.53;12586.53;12586.53;100.0;2016
prefeitura da cidade do paulista;gabinete do prefeito   administracao direta ;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;46600.0;31600.0;15000.0;7900.0;6320.0;42.13;2016
prefeitura da cidade do paulista;gabinete do prefeito   administracao direta ;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;0.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;gabinete do prefeito   administracao direta ;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;69000.0;13970.0;1965.15;1965.15;1965.15;100.0;2016
prefeitura da cidade do paulista;gabinete do prefeito   administracao direta ;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;24300.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;gabinete do prefeito   administracao direta ;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;1180500.0;1180247.75;900390.62;713198.05;516829.37;57.4;2016
prefeitura da cidade do paulista;gabinete do prefeito   administracao direta ;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;143000.0;40000.0;40000.0;19145.63;19145.63;47.86;2016
prefeitura da cidade do paulista;gabinete do prefeito   administracao direta ;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;63700.0;73860.0;60648.2;60631.64;59036.86;97.34;2016
prefeitura da cidade do paulista;gabinete do prefeito   administracao direta ;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;5015300.0;5704880.0;5157900.0;5157886.82;4824364.2;93.53;2016
prefeitura da cidade do paulista;gabinete do prefeito   administracao direta ;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;60000.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;gabinete do vice prefeito ;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;gabinete do vice prefeito ;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;15000.0;7000.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;gabinete do vice prefeito ;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;10000.0;2600.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;gabinete do vice prefeito ;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;3000.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;gabinete do vice prefeito ;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;53000.0;10100.0;10098.0;10098.0;6963.0;68.95;2016
prefeitura da cidade do paulista;gabinete do vice prefeito ;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;30000.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;gabinete do vice prefeito ;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;29600.0;22600.0;14537.58;14537.58;13541.38;93.15;2016
prefeitura da cidade do paulista;gabinete do vice prefeito ;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;773600.0;1229900.0;623783.22;623783.22;575378.73;92.24;2016
prefeitura da cidade do paulista;reserva de contigencia ;reserva de contingencia;reserva de contingencia;reserva de contingencia;sem aplicacao;1600000.0;1600000.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;11800.0;10800.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;44600.0;23980.0;23976.21;23976.21;23976.21;100.0;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;4000.0;790.0;790.0;790.0;790.0;100.0;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;38000.0;5020.0;5007.48;4258.8;4258.8;85.05;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;8000.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;1421100.0;1766965.54;1565982.93;1435392.93;1279646.54;81.72;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;7000.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas correntes;pessoal e encargos sociais;auxilio alimentacao;sem aplicacao;0.0;360.0;360.0;360.0;270.0;75.0;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;0.0;51610.0;51609.39;51609.39;51609.39;100.0;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;1015100.0;900879.4;778571.56;778571.56;719026.1;92.35;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas correntes;pessoal e encargos sociais;pensoes;sem aplicacao;800600.0;934820.0;690708.74;690708.74;640156.1;92.68;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;157600.0;80270.0;48664.27;48664.27;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;2905300.0;3788540.0;2927869.06;2927869.06;2706760.11;92.45;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;164500.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas de capital;investimentos;outros servicos de terceiros   pessoa juridica;sem aplicacao;702000.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de administracao   administracao diret;despesas de capital;investimentos;servicos de consultoria;sem aplicacao;2000.0;2000.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de administracao das regionais;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;0.0;190.0;181.07;181.07;181.07;100.0;2016
prefeitura da cidade do paulista;secretaria de administracao das regionais;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;5000.0;5000.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de administracao das regionais;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;20000.0;13400.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de administracao das regionais;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;129000.0;133600.0;66639.73;66639.73;56717.89;85.11;2016
prefeitura da cidade do paulista;secretaria de administracao das regionais;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;5000.0;4700.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de administracao das regionais;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;155100.0;305350.0;231369.4;210103.39;188837.38;81.62;2016
prefeitura da cidade do paulista;secretaria de administracao das regionais;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;1043800.0;2214580.0;1577683.67;1577683.67;1458997.84;92.48;2016
prefeitura da cidade do paulista;secretaria de administracao das regionais;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;5000.0;4000.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de articulacao politica   administraca;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;1500.0;7760.0;3815.36;2916.0;2637.0;69.12;2016
prefeitura da cidade do paulista;secretaria de articulacao politica   administraca;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;100.0;100.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de articulacao politica   administraca;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;500.0;500.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de articulacao politica   administraca;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;100.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de articulacao politica   administraca;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;700.0;300.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de articulacao politica   administraca;despesas correntes;outras despesas correntes;material de distribuicao gratuita;sem aplicacao;200.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de articulacao politica   administraca;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;200.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de articulacao politica   administraca;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;1400.0;1200.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de articulacao politica   administraca;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;1000.0;1000.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de articulacao politica   administraca;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;60700.0;63700.0;20450.16;20450.16;20206.8;98.81;2016
prefeitura da cidade do paulista;secretaria de articulacao politica   administraca;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;1059800.0;4645730.0;2499932.12;2461045.21;2243346.14;89.74;2016
prefeitura da cidade do paulista;secretaria de articulacao politica   administraca;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;800.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de assuntos juridicos e procuradoria g;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;4000.0;350.0;347.46;347.46;347.46;100.0;2016
prefeitura da cidade do paulista;secretaria de assuntos juridicos e procuradoria g;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;13000.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de assuntos juridicos e procuradoria g;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;71000.0;1490.0;1485.0;1485.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de assuntos juridicos e procuradoria g;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;58000.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de assuntos juridicos e procuradoria g;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;321000.0;621710.0;610377.72;574143.72;525714.87;86.13;2016
prefeitura da cidade do paulista;secretaria de assuntos juridicos e procuradoria g;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de assuntos juridicos e procuradoria g;despesas correntes;outras despesas correntes;sentencas judiciais;sem aplicacao;598000.0;6000.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de assuntos juridicos e procuradoria g;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;1612000.0;4404453.36;3186568.16;2354495.23;2204495.23;69.18;2016
prefeitura da cidade do paulista;secretaria de assuntos juridicos e procuradoria g;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2016
prefeitura da cidade do paulista;secretaria de assuntos juridicos e procuradoria g;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;439200.0;410668.4;197381.11;197381.11;184387.21;93.42;2016
prefeitura da cidade do paulista;secretaria de assuntos juridicos e procuradoria g;despesas correntes;pessoal e encargos sociais;sentencas judiciais;sem aplicacao;1000000.0;5535244.69;3249901.29;3232860.42;1524031.02;46.89;2016
